"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RM",4,1925,1950,"TA","TA","TA","TA","WD ","Normal",103000
"RM",6,1915,2002,"TA","TA","TA","TA","WD ","Normal",123000
"RM",7,1902,2000,"TA","Fa",NA,NA,"WD ","Normal",97500
"RM",6,1927,1950,"TA","Fa","Fa","TA","WD ","Normal",135000
"RM",4,1923,1950,"TA","Gd",NA,NA,"COD","Abnorml",70000
"RM",6,1915,1965,"TA","Gd","TA","TA","WD ","Normal",116000
"RL",4,1946,2001,"TA","Gd","TA","TA","WD ","Normal",88750
"RL",5,1987,1988,"TA","TA",NA,NA,"WD ","Alloca",179000
"RL",5,1987,1988,"TA","Gd",NA,NA,"WD ","Alloca",179000
"RL",5,1978,1978,"TA","TA","TA","Fa","WD ","Normal",159900
"RL",1,1922,1950,"Fa","Fa",NA,NA,"WD ","Normal",61000
"RH",6,1925,1950,"TA","Gd","TA","TA","WD ","Normal",103600
"RL",5,1934,1950,"TA","TA","Po","Po","WD ","Normal",63000
"RL",5,1963,1999,"TA","TA","TA","TA","WD ","Normal",175000
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",139000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",172500
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Abnorml",113500
"RL",5,1967,2004,"TA","TA","TA","TA","WD ","Normal",130000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",149900
"RL",5,1982,1982,"TA","TA","TA","TA","WD ","Normal",134900
"RL",5,1982,1982,"TA","TA","TA","TA","WD ","Normal",137000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",139000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Normal",165000
"RL",6,1960,1960,"TA","TA","TA","TA","COD","Normal",148000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",165000
"RL",2,1947,1950,"TA","TA",NA,NA,"WD ","Normal",63900
"RL",4,1957,1989,"TA","TA","TA","TA","WD ","Normal",161500
"RL",5,1968,2003,"TA","TA","TA","TA","WD ","Partial",143000
"RL",4,1956,1956,"TA","TA","TA","TA","WD ","Normal",135000
"RL",4,1940,1950,"TA","TA","TA","TA","WD ","Normal",82500
"RL",5,1955,1993,"Gd","TA","TA","TA","COD","Normal",190000
"RL",3,1955,1955,"TA","TA","TA","TA","WD ","Normal",139600
"RL",4,1954,1954,"TA","TA","Fa","TA","WD ","Normal",122000
"RL",6,1956,1956,"TA","TA","TA","TA","COD","Normal",127500
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",121500
"RL",5,1958,1958,"TA","Fa","TA","TA","COD","Abnorml",60000
"RL",6,1946,1950,"TA","TA","TA","TA","WD ","Normal",154400
"RL",4,1941,1950,"TA","TA","TA","TA","WD ","Normal",113000
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Normal",125000
"RL",4,1957,1957,"TA","Gd","TA","TA","WD ","Normal",84000
"RL",5,1984,1984,"Gd","TA","TA","TA","WD ","Normal",139500
"RL",5,1949,2008,"TA","TA","TA","TA","WD ","Normal",131000
"RL",6,1939,1950,"TA","TA","TA","TA","WD ","Normal",105000
"RL",4,1940,1950,"TA","TA","Fa","Po","WD ","Normal",108000
"RL",7,1990,1991,"Gd","TA","TA","TA","WD ","Normal",162000
"RL",6,1983,1983,"Gd","TA","TA","TA","WD ","Normal",156500
"RL",8,1983,2009,"Gd","TA","Gd","TA","WD ","Normal",316600
"RL",7,1990,1991,"Gd","TA","TA","TA","WD ","Normal",271900
"RL",7,1993,1993,"Gd","TA","TA","TA","WD ","Normal",213000
"RL",7,1993,1994,"Gd","Gd","TA","TA","WD ","Normal",239900
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",239500
"RL",5,1880,2007,"Gd","TA","TA","TA","WD ","Normal",131000
"RL",5,1979,1979,"TA","Fa","TA","TA","WD ","Alloca",118964
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",153337
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",147983
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",118858
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",118858
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",142953
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",148325
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Alloca",113722
"RL",7,2000,2000,"TA","TA","TA","TA","WD ","Normal",269500
"RL",7,2000,2000,"TA","TA","TA","TA","WD ","Normal",269500
"RL",7,2000,2000,"TA","TA","TA","TA","WD ","Normal",269500
"RL",9,2009,2009,"Ex","TA","TA","TA","New","Partial",323262
"RL",8,2007,2008,"Gd","TA","TA","TA","WD ","Normal",297000
"RL",8,2008,2008,"Gd","TA","TA","TA","WD ","Normal",295493
"RL",9,2008,2008,"Ex","TA","TA","TA","WD ","Normal",332000
"RL",8,2008,2008,"Gd","TA","TA","TA","WD ","Normal",239900
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",212000
"RL",8,2007,2008,"Gd","TA","TA","TA","WD ","Normal",272500
"RL",9,2007,2007,"Gd","TA","TA","TA","WD ","Normal",239000
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Abnorml",220000
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",8,2008,2008,"Gd","TA","TA","TA","WD ","Normal",221800
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",194500
"RL",8,2005,2006,"Gd","TA","TA","TA","WD ","Normal",237000
"RL",6,2005,2006,"Gd","TA","TA","TA","WD ","Normal",173000
"RL",7,1989,1989,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",7,1992,1993,"Gd","TA","TA","TA","WD ","Normal",233500
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Abnorml",185000
"RL",5,1996,1996,"TA","Gd","TA","TA","WD ","Normal",152000
"RL",5,1994,1994,"TA","Gd","TA","TA","WD ","Normal",143000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",231500
"RL",7,1996,1996,"Gd","TA","TA","TA","ConLw","Normal",212000
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",207000
"RL",5,1994,1995,"TA","TA","TA","TA","WD ","Normal",145000
"RL",5,1994,1995,"TA","Gd","TA","TA","WD ","Normal",138000
"RL",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",197900
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",204000
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",192000
"RL",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",200000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",195000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",227000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",7,2001,2002,"Gd","TA","TA","TA","WD ","Normal",187100
"RL",7,2002,2001,"Gd","TA","TA","TA","WD ","Normal",203000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Family",201000
"RL",5,1978,1978,"TA","TA",NA,NA,"WD ","Normal",124000
"RL",5,1978,1978,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1979,1979,"TA","TA","TA","TA","WD ","Normal",134900
"RL",5,1977,2008,"TA","TA","TA","TA","WD ","Normal",150500
"RL",5,1978,2005,"Gd","Gd","TA","TA","WD ","Normal",136500
"RL",5,1977,1989,"TA","TA","TA","TA","WD ","Normal",143500
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",133500
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",123000
"RL",5,1972,2003,"TA","Gd","TA","TA","WD ","Normal",133900
"RL",5,1972,2007,"TA","TA","TA","TA","WD ","Normal",133000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",250000
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",254750
"RL",8,2001,2001,"Gd","TA","TA","TA","WD ","Normal",236500
"RL",8,2001,2001,"Gd","TA","TA","TA","WD ","Normal",261500
"RL",9,2000,2000,"Gd","TA","TA","TA","WD ","Normal",313000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",198500
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",211000
"RL",8,1999,2000,"Gd","TA","TA","TA","WD ","Normal",220000
"RL",7,1996,1996,"Gd","TA","TA","TA","WD ","Normal",203000
"RL",8,2002,2003,"Gd","TA","TA","TA","WD ","Normal",279500
"RL",7,1997,1998,"Gd","TA","TA","TA","WD ","Normal",210000
"RL",7,1997,1998,"TA","TA","TA","TA","WD ","Normal",219500
"RL",7,1996,1996,"Gd","TA","TA","TA","WD ","Normal",191000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",178000
"RL",7,2000,2001,"Gd","TA","TA","TA","WD ","Normal",213000
"RM",6,2003,2004,"Gd","TA","TA","TA","WD ","Normal",144000
"RM",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",140000
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",293200
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",190000
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",190000
"RL",6,2005,2005,"Gd","TA","TA","TA","WD ","Normal",173500
"RL",6,2007,2007,"Gd","TA","TA","TA","WD ","Normal",170000
"RL",4,1949,2003,"TA","TA","TA","TA","WD ","Normal",108000
"RL",5,1964,1999,"TA","Gd","TA","TA","WD ","Normal",167000
"RL",4,1938,1958,"TA","TA","Fa","Fa","WD ","Normal",100000
"RL",7,2003,2003,"Gd","TA","TA","TA","ConLD","Normal",198500
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",159500
"RL",4,1960,1971,"TA","TA","TA","TA","WD ","Normal",127000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Abnorml",125000
"RL",9,2007,2008,"Ex","TA","TA","TA","WD ","Normal",320000
"RM",6,2005,2006,"TA","TA","TA","TA","WD ","Normal",145500
"RL",5,1947,2008,"TA","Ex",NA,NA,"WD ","Normal",118000
"RL",4,1959,1959,"TA","TA","TA","TA","WD ","Normal",85000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",120000
"RL",4,1945,1950,"TA","TA","TA","TA","WD ","Normal",98000
"RL",5,1922,1950,"TA","TA",NA,NA,"WD ","Normal",99900
"RL",3,1952,1952,"TA","TA","TA","Fa","WD ","Normal",82000
"RL",5,1959,1959,"TA","TA",NA,NA,"WD ","Normal",119900
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",103500
"RL",4,1956,1956,"TA","TA","TA","TA","COD","Abnorml",112000
"RL",6,1920,2000,"TA","TA","TA","TA","ConLI","Normal",110000
"RL",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",122000
"RL",5,1941,1960,"TA","TA","TA","TA","WD ","Normal",117000
"RH",5,1938,1950,"TA","TA","TA","TA","WD ","Abnorml",160000
"RH",5,1932,2000,"TA","TA","TA","TA","WD ","Abnorml",159434
"RL",2,1920,1950,"TA","TA","TA","TA","WD ","Normal",60000
"RL",6,1940,1950,"TA","TA","TA","TA","WD ","Normal",139500
"RL",7,1920,1970,"TA","TA","TA","TA","WD ","Normal",197000
"RL",6,1935,1950,"TA","TA","Fa","TA","WD ","Normal",105000
"RL",4,1928,1950,"TA","TA","TA","TA","WD ","Normal",135000
"RL",6,1916,2000,"Gd","TA","TA","TA","WD ","Normal",147500
"RL",6,1925,1990,"TA","TA","Fa","TA","WD ","Normal",137450
"RL",7,1936,2007,"Gd","Gd","TA","TA","WD ","Normal",155000
"RL",6,1928,1950,"TA","TA","Fa","Fa","WD ","Normal",177000
"RL",7,1928,1950,"TA","TA","TA","TA","WD ","Normal",145000
"RL",7,1918,1990,"TA","TA","Fa","TA","WD ","Normal",137000
"RL",7,1926,2004,"Gd","TA","TA","TA","WD ","Normal",234000
"RL",5,1940,1950,"TA","TA","TA","TA","WD ","Normal",205000
"RL",6,1942,1950,"TA","TA","TA","TA","WD ","Normal",177500
"RL",5,1940,1950,"Gd","Gd","TA","TA","WD ","Normal",160000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1921,2006,"TA","Gd","TA","TA","WD ","Normal",163500
"RL",5,1921,1950,"TA","TA","Fa","TA","WD ","Normal",154900
"RL",7,1940,1950,"TA","TA","TA","TA","WD ","Normal",205000
"RL",5,1954,1954,"TA","Gd","TA","TA","WD ","Family",144800
"RL",7,1941,1950,"TA","TA","TA","TA","WD ","Normal",174500
"RL",6,1960,1960,"TA","TA","TA","TA","WD ","Normal",193000
"RL",5,1949,2005,"TA","TA","TA","TA","WD ","Normal",158000
"RL",6,1950,2004,"TA","Gd","TA","TA","WD ","Family",158500
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",224000
"RM",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",115000
"RM",6,1980,1992,"TA","Gd","TA","TA","WD ","Normal",137000
"RM",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",121000
"RM",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",124000
"RL",6,1986,1986,"TA","Gd","TA","TA","WD ","Normal",208000
"RL",7,1971,2009,"Gd","Gd","TA","TA","WD ","Normal",315000
"RL",6,1988,2007,"Gd","Gd","TA","TA","WD ","Normal",222000
"RM",5,1920,1997,"TA","Gd","TA","Fa","WD ","Normal",147000
"RM",5,1900,1993,"TA","TA","TA","TA","WD ","Normal",123000
"RM",5,1920,1950,"TA","TA","Fa","Fa","WD ","Normal",78000
"C (all)",3,1915,1982,"Fa","Fa",NA,NA,"ConLD","Abnorml",85000
"C (all)",4,1925,1950,"TA","TA","TA","TA","WD ","Normal",75000
"RM",8,2007,2008,"Ex","TA","TA","TA","New","Partial",230000
"I (all)",2,1910,1950,"Fa","Fa","TA","TA","ConLD","Normal",57625
"RL",8,2000,2001,"Gd","TA","TA","TA","WD ","Normal",251000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Abnorml",239686
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",240000
"RL",6,2001,2002,"TA","TA","TA","TA","WD ","Normal",215000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",156450
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",173000
"RL",5,1977,1977,"TA","TA","TA","TA","COD","Normal",126000
"RL",7,1990,1991,"TA","TA","TA","TA","WD ","Normal",173000
"RL",5,1991,1991,"TA","TA","TA","TA","COD","Abnorml",152000
"RL",6,1958,1958,"TA","TA","TA","TA","COD","Abnorml",137500
"RL",7,1965,1965,"TA","TA","TA","TA","WD ","Normal",375000
"RL",9,2007,2008,"Gd","TA","TA","TA","WD ","Normal",315500
"RL",7,2009,2009,"TA","TA","TA","TA","New","Partial",224500
"RL",9,2008,2008,"Ex","TA","TA","TA","WD ","Normal",410000
"RL",9,2008,2008,"Ex","TA","TA","TA","WD ","Normal",316500
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",201000
"RL",6,1988,1988,"TA","TA","TA","TA","WD ","Normal",175000
"RL",6,1980,2006,"TA","Gd","TA","TA","WD ","Normal",204000
"RL",7,1987,1989,"TA","TA","TA","TA","WD ","Normal",213500
"RL",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",220000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Abnorml",170000
"RL",9,2006,2006,"Ex","TA","TA","TA","WD ","Normal",315000
"RL",9,2007,2007,"Ex","TA","TA","TA","WD ","Normal",425000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",139500
"RL",5,1960,2006,"TA","Fa","TA","TA","WD ","Normal",115000
"RM",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",162000
"RM",6,1999,1999,"TA","TA","TA","TA","WD ","Normal",165000
"RM",4,1973,1973,"TA","TA","TA","TA","WD ","Normal",91000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",130000
"RM",4,1970,2002,"TA","Gd","TA","TA","WD ","Normal",86000
"RL",5,1969,2000,"TA","TA","TA","TA","WD ","Normal",160000
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Normal",80000
"RM",4,1970,2008,"TA","TA",NA,NA,"WD ","Normal",97000
"RM",4,1970,1970,"TA","TA","TA","TA","WD ","Normal",88000
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",131900
"RL",6,1993,1996,"TA","Gd","TA","TA","WD ","Normal",131250
"RL",5,1978,1978,"TA","Gd","TA","TA","WD ","Normal",165500
"RL",5,1985,1985,"TA","TA",NA,NA,"WD ","Normal",112000
"RL",5,1992,1993,"TA","TA","TA","TA","WD ","Normal",149000
"RL",5,1993,1995,"TA","TA","TA","TA","WD ","Normal",143000
"RL",5,1992,1992,"TA","TA","TA","TA","WD ","Normal",130000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",196000
"RL",5,1969,1969,"Gd","Ex","TA","TA","WD ","Normal",173000
"RL",6,1958,2002,"Ex","TA","TA","TA","WD ","Normal",176500
"RL",6,1970,1970,"TA","TA","TA","TA","WD ","Normal",237500
"RL",6,1969,1969,"TA","TA","TA","TA","WD ","Normal",206900
"RL",6,1997,1998,"TA","TA","TA","TA","WD ","Normal",187500
"RL",6,1995,1996,"TA","TA","TA","TA","WD ","Normal",165000
"RL",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",195500
"RL",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",192000
"RL",6,1996,1996,"TA","TA","TA","TA","WD ","Normal",173000
"RL",5,1996,1997,"Gd","TA","TA","TA","WD ","Normal",177900
"RL",7,1996,1997,"TA","TA","TA","TA","WD ","Normal",175000
"RL",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",286000
"RL",8,1997,1997,"Gd","TA","TA","TA","WD ","Normal",247900
"RL",8,1993,1993,"Gd","TA","TA","TA","WD ","Normal",180000
"RL",8,1992,1992,"Gd","TA","TA","TA","WD ","Normal",180000
"RL",6,1997,1998,"TA","TA","TA","TA","WD ","Normal",181000
"RL",6,1998,1998,"TA","TA","TA","TA","WD ","Family",183000
"RL",6,1995,1996,"TA","TA","TA","TA","WD ","Normal",188000
"RL",7,1994,1996,"Gd","TA","TA","TA","WD ","Normal",194500
"RL",6,1991,1991,"TA","TA","TA","TA","WD ","Normal",185000
"RL",8,1988,1989,"Gd","TA","TA","TA","WD ","Normal",189000
"RL",8,1989,1989,"Gd","TA","TA","TA","WD ","Normal",188500
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",355000
"RL",9,2005,2007,"Gd","TA","TA","TA","WD ","Normal",325000
"RL",9,2004,2004,"Ex","TA","TA","TA","WD ","Normal",387000
"RL",6,1952,1952,"TA","TA","TA","TA","WD ","Normal",115000
"RL",9,2007,2007,"Ex","TA","TA","TA","WD ","Normal",334000
"RL",6,1950,1950,"TA","TA","TA","TA","WD ","Family",133000
"RL",7,1986,1991,"TA","Gd","TA","TA","WD ","Normal",215000
"RL",7,1988,1988,"Gd","TA","TA","TA","WD ","Normal",226500
"RL",6,1981,1981,"TA","Gd","TA","TA","WD ","Normal",175500
"RL",7,1983,1983,"Gd","TA","TA","TA","WD ","Normal",181900
"RL",7,1978,1978,"Gd","Gd","TA","TA","WD ","Normal",235000
"RL",7,1979,1979,"Gd","TA","TA","TA","WD ","Normal",220000
"RL",6,1977,1995,"TA","Gd","TA","TA","WD ","Normal",272000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",161000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Abnorml",175000
"RL",7,1980,1988,"TA","TA","TA","TA","WD ","Normal",185000
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Normal",146900
"RL",7,1978,1978,"Gd","TA","TA","Gd","WD ","Normal",292500
"RL",6,1976,1976,"TA","TA","TA","TA","COD","Abnorml",180000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",159900
"RL",7,1976,1976,"TA","TA","TA","TA","WD ","Normal",205000
"RL",5,1973,2000,"TA","TA","TA","TA","WD ","Normal",157000
"RL",8,1996,1996,"Gd","TA","TA","TA","WD ","Normal",306000
"RL",5,1974,1974,"TA","TA","TA","TA","WD ","Normal",133000
"RL",6,1969,1969,"TA","TA","TA","TA","WD ","Normal",151000
"RL",4,1969,1969,"TA","TA","TA","TA","COD","Normal",111900
"RL",5,1971,1971,"TA","TA","TA","TA","WD ","Normal",123000
"RL",4,1972,1972,"TA","TA","TA","TA","COD","Normal",111250
"RH",6,1998,1999,"Gd","TA","TA","TA","COD","Abnorml",181000
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",103400
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",100000
"RM",6,1972,1972,"TA","TA","TA","TA","WD ","Normal",100500
"RM",6,1970,1970,"TA","TA","TA","TA","WD ","Normal",106000
"RM",6,1971,1971,"TA","TA","TA","TA","COD","Abnorml",85400
"RM",6,1971,1971,"TA","TA","TA","TA","WD ","Normal",89500
"RM",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",111750
"RL",6,1977,1977,"TA","TA","TA","TA","COD","Abnorml",140000
"RL",6,1975,1975,"TA","TA","TA","TA","WD ","Normal",143000
"RL",7,1977,1977,"TA","TA","TA","TA","WD ","Normal",148500
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",110000
"RL",8,2008,2008,"Ex","TA","TA","TA","New","Partial",394617
"RL",10,2007,2008,"Ex","TA","TA","TA","New","Partial",426000
"RL",10,2007,2008,"Ex","TA","TA","TA","New","Partial",385000
"RL",9,2008,2008,"Ex","TA","TA","TA","New","Partial",446261
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",317500
"RL",8,2007,2008,"Gd","TA","TA","TA","New","Partial",372402
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",417500
"RL",9,2007,2007,"Ex","TA","TA","TA","WD ","Normal",383000
"RL",9,2006,2006,"Gd","TA","TA","TA","WD ","Abnorml",390000
"RL",10,2005,2006,"Ex","TA","TA","TA","WD ","Normal",460000
"RL",9,2005,2005,"Gd","TA","TA","TA","WD ","Normal",379000
"RL",8,2007,2007,"Ex","TA","TA","TA","WD ","Normal",250000
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",316000
"RL",10,2003,2003,"Ex","TA","TA","TA","WD ","Normal",615000
"RL",9,2003,2004,"Gd","TA","TA","TA","WD ","Normal",412500
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",284000
"RL",8,2003,2004,"Gd","TA","TA","TA","WD ","Normal",284000
"RL",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",421250
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",370000
"RL",9,2008,2008,"Ex","TA","TA","TA","New","Partial",336860
"RL",9,2008,2008,"Ex","TA","TA","TA","New","Partial",367294
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",192000
"RL",8,2003,2004,"Ex","TA","TA","TA","WD ","Normal",274000
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",266000
"RL",9,2007,2008,"Ex","TA","TA","TA","New","Partial",370967
"RL",8,2006,2007,"Gd","TA","TA","TA","WD ","Normal",234250
"RL",8,2006,2007,"Gd","TA","TA","TA","WD ","Normal",219500
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",155000
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",154000
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",207000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",195000
"RM",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",219990
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",191000
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",159895
"RL",7,2007,2008,"Gd","TA","TA","TA","New","Partial",187687
"RL",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",179000
"RL",6,2004,2004,"TA","TA","TA","TA","WD ","Normal",193000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",190000
"RL",6,2005,2005,"TA","TA","TA","TA","WD ","Normal",176000
"RL",7,2002,2003,"Gd","TA","TA","TA","WD ","Normal",188000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",213000
"RL",7,2007,2008,"Gd","TA","TA","TA","New","Partial",217300
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Normal",186500
"RL",7,2000,2001,"Gd","TA","TA","TA","WD ","Normal",226750
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",184000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",176000
"RL",7,1999,2000,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",7,1999,1999,"TA","TA","TA","TA","WD ","Normal",185900
"RL",8,1997,1997,"Gd","TA","TA","TA","WD ","Normal",284500
"RL",8,1998,1998,"Gd","TA","TA","TA","WD ","Normal",315000
"RL",8,2000,2000,"Gd","TA","TA","TA","WD ","Normal",250000
"RL",9,2000,2000,"Gd","TA","TA","TA","WD ","Normal",291000
"RL",8,1998,1998,"Gd","TA","TA","TA","WD ","Normal",350000
"RL",7,1996,1997,"Gd","TA","TA","TA","WD ","Normal",279500
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",290000
"RL",8,1995,1995,"Gd","Gd","TA","TA","WD ","Normal",350000
"RL",7,1993,1994,"Gd","TA","TA","TA","WD ","Normal",341000
"RL",7,1993,1994,"Gd","TA","TA","TA","WD ","Normal",287500
"RL",7,1994,1994,"Gd","TA","TA","TA","WD ","Normal",271000
"RL",8,1994,1994,"Gd","TA","TA","TA","WD ","Normal",301500
"RL",8,2007,2008,"Gd","TA","TA","TA","ConLD","Partial",235128
"RL",6,2007,2007,"Gd","TA","TA","TA","WD ","Normal",214000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",232000
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Normal",240000
"RL",9,2008,2008,"Gd","TA","TA","TA","New","Partial",264132
"RL",8,2007,2007,"TA","TA","TA","TA","WD ","Normal",245000
"RL",7,2008,2008,"Gd","TA","TA","TA","New","Partial",227680
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",257000
"RL",8,2007,2008,"Gd","TA","TA","TA","New","Partial",297900
"RL",8,2006,2007,"Gd","TA","TA","TA","WD ","Normal",247000
"FV",8,2007,2008,"Gd","TA","TA","TA","New","Partial",212700
"FV",7,2007,2008,"Gd","TA","TA","TA","New","Partial",250580
"FV",7,2007,2008,"Gd","TA","TA","TA","New","Partial",182000
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",226700
"FV",8,2003,2004,"Gd","TA","TA","TA","WD ","Normal",250000
"FV",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",250000
"FV",8,2007,2008,"Gd","TA","TA","TA","New","Partial",339750
"FV",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",205950
"FV",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",256000
"FV",7,2007,2008,"Gd","TA","TA","TA","New","Partial",230348
"FV",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",207500
"RL",7,2004,2005,"TA","TA",NA,NA,"WD ","Normal",141000
"RL",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",188000
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",192500
